name,mandal,year,age,area,community,edu,electioncat,occupation,party,sex,electedas
Maredi Srenivasa Reddy,Garladinne,2006,29.0,Kalluru 1,OC (Kapu),Bcom,,Agriculture,TDP,M,MPTC President
Jaggala Ravi Kumar,Garladinne,2006,32.0,Kalluru 2,BC(Golla),SSC,UR(G),Agriculture,TDP,M,MPTC
Vankara Nallamma,Garladinne,2006,39.0,Kalluru 3,SC(Mala),,SC(W),cooli,TDP,F,MPTC
Ediga Venkataramana,Garladinne,2006,45.0,Kamalapuram,BC (Boya),8th class,BC(G),Agriculture,TDP,M,MPTC
Gumpu Lakshmidevi,Garladinne,2006,49.0,Kanampalli,BC(Golla),,BC(W),Agriculture,INC,F,MPTC
Y.Narayana Reddy,Garladinne,2006,44.0,Kotanka,OC(Kapu),Polytechnic,UR(G),Agriculture,INC,M,MPTC
Avula Krishnaiah,Garladinne,2006,32.0,Marthadu,BC(Kuruba),BL,UR(G),Agriculture,TDP,M,MPTC
Nalla Bothula Ramanna,Garladinne,2006,28.0,Muntimadugu,BC (Ediga),BA,BC(G),Agriculture,TDP,M,MPTC
Bhumagari Sudharani,Garladinne,2006,47.0,Penakacherla,OC (Kapu),7th class,UR(W),House wife,INC,F,MPTC
Duspakula Raviraju,Garladinne,2006,27.0,Yerraguntla,SC(Madiga),9th class,SC(G),Agriculture,INC,M,MPTC
K.S.Feiroz,Gooty,2006,36.0,Abbedoddi,MUSLIM,10th class,URG,"SARPANCH,",TDP,F,MPTC President
Pulikonda,Gooty,2006,39.0,Basinepalli,SETTI BALIJA,SSC,URG,GOOTY GPAGRICULTURE,TDP,M,MPTC
P.Ranganna,Gooty,2006,46.0,Bethapalli,BOYA,Intermediate,BCG,AGRICULTURE,INC,M,MPTC
B.Kumar,Gooty,2006,35.0,Chetnepalli 1,,,URG,AGRICULTURE,TDP,M,MPTC
J.Padma,Gooty,2006,33.0,Chetnepalli 2,,SSC,SCW,AGRICULTURE,TDP,F,MPTC
K.Peddanna,Gooty,2006,44.0,Chetnepalli 3,GOLLA,INTER,URG,AGRICULTURE,TDP,M,MPTC
N.Ibrahim,Gooty,2006,59.0,Chetnepalli 4,,,BCG,AGRICULTURE,CPI,M,MPTC
P.Sanjappa,Gooty,2006,49.0,Gooty 1,,5TH,BCG,BUSINESS,TDP,M,MPTC
B.C.Hanumanna,Gooty,2006,52.0,Gooty 2,,5TH,BCG,AGRICULTURE,TDP,M,MPTC
G.Sofia,Gooty,2006,38.0,Gooty 3,,BA,BCW,AGRICULTURE,TDP,F,MPTC
A.Suresh,Gooty,2006,21.0,Gooty 4,,9TH,SCG,AGRICULTURE,CPI(M),M,MPTC
P.Chinna Venkatesh,Gooty,2006,29.0,Gooty 5,,5TH,SCG,AGRICULTURE,Indepen,M,MPTC
K.Sasikala,Gooty,2006,27.0,Gooty 6,,INTER,STW,AGRICULTURE,dentTDP,F,MPTC
D.Lakshmidevi,Gooty,2006,38.0,Gooty 7,,INTER,BCW,AGRICULTURE,CPI(M),F,MPTC
D.Venkata Narayana,Gooty,2006,34.0,Jakkala Cheruvu,GOLLA,INTER,URG,AGRICULTURE,TDP,M,MPTC
K.Adi Lakshmi,Gooty,2006,47.0,Karidi Konda,,SSC,URW,AGRICULTURE,INC,F,MPTC
B.Ekanthaiah,Gooty,2006,44.0,Kothapeta,GOLLA,6TH,URG,AGRICULTURE,TDP,M,MPTC
B.Mastanaiah,Gooty,2006,23.0,Lachanapalli,,8TH,SCG,AGRICULTURE,TDP,M,MPTC
J.Ranga Reddy,Gooty,2006,,P.Yerragudi,GOLLA,BA,BCG,AGRICULTURE,TDP,M,MPTC
Parvathamma,Gooty,2006,,Peddoddi,,,URW,AGRICULTURE,INC,F,MPTC
D.Sivalingareddy,Gooty,2006,,Thurakapalli,KAPU,BSC,URG,AGRICULTURE,TDP,M,MPTC
M.Lakshmidevi,Gooty,2006,,Ubicherla,BOYA,,URW,AGRICULTURE,TDP,F,MPTC
B.Venu Gopal Reddy,Gorantla,2006,45.0,Budili,,SSC,URG,AGRICULTURE,INC,M,MPTC
K.Ranga Natham,Gorantla,2006,46.0,Gangampalli,,INTER,BCG,AGRICULTURE,TDP,M,MPTC
Chinginapalli Varalakshmamma,Gorantla,2006,29.0,Gorantla 1,,7TH,URW,AGRICULTURE,TDP,F,MPTC
Devangam Kristappa,Gorantla,2006,54.0,Gorantla 2,,BCOM,BCG,AGRICULTURE,TDP,M,MPTC
Kamsala Vishalamma,Gorantla,2006,44.0,Gorantla 3,,5TH,BCW,AGRICULTURE,TDP,F,MPTC
K.Eswaramma,Gorantla,2006,36.0,Gorantla 4,,,BCW,AGRICULTURE,TDP,F,MPTC
Ganga Palli Sarojamma,Gorantla,2006,39.0,Gowni Varipalli,,,URW,AGRICULTURE,TDP,F,MPTC
Lakshmi Narasimhulu,Gorantla,2006,33.0,Kamma Varipalli,,SSC,SCG,AGRICULTURE,TDP,M,MPTC
Sunnam Palli Rama Chandra Reddy,Gorantla,2006,49.0,Kondapuram,,8TH,URG,AGRICULTURE,TDP,F,MPTC
P.Anjanamma,Gorantla,2006,53.0,Mallapalli,,5TH,URW,AGRICULTURE LABOUR,INC,F,MPTC
Ediga Prabhakar,Gorantla,2006,45.0,Mandalapalli 1,,4TH,BCG,AGRICULTURE,TDP,M,MPTC
Babireddigari Venkatareddi,Gorantla,2006,,Mandalapalli 2,,,UR(G),,INC,Male,MPTC
Harijana Gangamma,Gorantla,2006,54.0,Narsimpalli,,5TH,SCW,AGRICULTURE,INC,F,MPTC
T.Fakruddin Sab,Gorantla,2006,48.0,Pala Samudram,,INTER,URG,AGRICULTURE,TDP,M,MPTC President
G.Mopura Reddy,Gorantla,2006,57.0,Reddi Cheruvupalli,,5TH,URG,AGRICULTURE,INC,M,MPTC
Sugali Chandra Naik,Gorantla,2006,30.0,Vadigepalli,,INTER,STG,AGRICULTURE,TDP,M,MPTC
Abdul Khader Jilaani,Gorantla,2006,42.0,Vanavolu 1,,5TH,URG,AGRICULTURE,TDP,M,MPTC
Prameela Bai,Gorantla,2006,25.0,Vanavolu 2,SUGALI,,STW,AGRICULTURE,TDP,F,MPTC
Golla Soma Sekhar,Gorantla,2006,30.0,Venkata Ramanapalli,,SSC,BCG,AGRICULTURE,TDP,M,MPTC
Puthamma,Gudibanda,2006,37.0,G.Morbagal,Kapu,5th,URG,,TDP,F,MPTC
B.Kalavathi,Gudibanda,2006,23.0,Gudibanda 1,OC,10th,URG,,INC,F,MPTC
Pathakka,Gudibanda,2006,29.0,Gudibanda 2,Madiga,,SCW,,INC,F,MPTC
D.Sreenathamurthy,Gudibanda,2006,36.0,Jambulabanda,OC,LLB,URG,Farmer,TDP,M,MPTC
Narasimhappa,Gudibanda,2006,70.0,Karikera,Golla,,BCG,Farmer,INC,M,MPTC
Padmavathi,Gudibanda,2006,31.0,Konkallu,OC,5th,URW,,INC,F,MPTC
Mabusaheb,Gudibanda,2006,54.0,Kummaraganipalli,,,BC(G),Farmer,INC,Male,MPTC
Bhagyamma,Gudibanda,2006,28.0,Mandalapalli 1,Golla,,BCW,,INC,F,MPTC
Lakshmidevi,Gudibanda,2006,30.0,Mandalapalli 2,Chakali,SSLC,BCW,,INC,F,MPTC
Basavaraju,Gudibanda,2006,36.0,Morubagal 1,Madiga,Inermediate,SCG,Farmer,INC,M,MPTC
Narasimhamurthy,Gudibanda,2006,40.0,Morubagal 2,Madiga,SSC,SCG,Farmer,INC,M,MPTC
Narasamma,Gudibanda,2006,61.0,Muthukuru,Kapu,,URG,,INC,F,MPTC
K.Babanna,Gudibanda,2006,46.0,Rallapalli 1,Kummari,SSC,BCG,Farmer,INC,M,MPTC
Lakshmamma,Gudibanda,2006,39.0,Rallapalli 2,Kapu,,URW,,INC,F,MPTC President
G.V.Radha,Gummagatta,2006,25.0,Bhoopa Samudram,,PUC,URW,AGRICULTURE,INC,F,MPTC
Obaiah,Gummagatta,2006,27.0,Galagala,-,,B.C (G)`,AGRICULTURE,INC,M,MPTC
Satya Bhama,Gummagatta,2006,24.0,Gollapalli,,PUC,URW,AGRICULTURE,TDP,F,MPTC
Durgappa,Gummagatta,2006,49.0,Gonabavi,-,,S.C.(G),AGRICULTURE,INC,M,MPTC
Giri Mallappa,Gummagatta,2006,49.0,Gummagatta,,VII CLASS,URG,AGRICULTURE,TDP,M,MPTC
Govindappa,Gummagatta,2006,34.0,Kalugodu 1,,VII CLASS,B.C GENERAL -,AGRICULTURE,TDP,M,MPTC
Yasodamma,Gummagatta,2006,23.0,Kalugodu 2,-,V CLASS,B.C WOMEN,AGRICULTURE,INC,F,MPTC President
Gundamma,Gummagatta,2006,29.0,Netrapalli,,,URW,AGRICULTURE,INC,F,MPTC
Thimmappa,Gummagatta,2006,49.0,Pulakunta,-,III CLASS,B.C (G),AGRICULTURE,TDP,M,MPTC
Marekka,Gummagatta,2006,47.0,Sirige Doddi,-,,B.C (W),AGRICULTURE,TDP,F,MPTC
Durugamma,Gummagatta,2006,47.0,Tallakara 1,-,,S.C (W),AGRICULTURE,INC,F,MPTC
Thmmalapuram Rami Reddy,Gummagatta,2006,49.0,Thallakera 2,,V CLASS,URG,AGRICULTURE,INC,M,MPTC
E.Govindappa,Guntakal,2006,27.0,Ayyavaripalli,YERIKALA,,STG,,INC,M,MPTC
Nagesamma,Guntakal,2006,34.0,Dosaludliki,MADIGA,,,,TDP,M,MPTC
A.Ranganayakulu,Guntakal,2006,22.0,G.Kottala,GOLLA,10th class,,,TDP,M,MPTC
G.Venkataramudu,Guntakal,2006,23.0,Kasapuram,BOYA,Intermediate,,,INC,M,MPTC
Venkataramudu,Guntakal,2006,50.0,Konganapalli,KAPU,Intermediate,,,TDP,M,MPTC
Veera Hanumanna,Guntakal,2006,58.0,Molakalapenta,BOYA,,,,TDP,M,MPTC
Nagappa,Guntakal,2006,34.0,N.Venkatampalli,GOLLA,10th class,,,TDP,M,MPTC
E.Chandravani,Guntakal,2006,22.0,Nagasamudram,EDIGA,10th class,,,INC,F,MPTC
Patil Manjula,Guntakal,2006,34.0,Nakkanadoddi,KAPU,10th class,,,TDP,F,MPTC
Nagabhushanam,Guntakal,2006,54.0,Nelagonda,KAMMA,Intermediate,,,TDP,M,MPTC President
Chandrakalavathi,Guntakal,2006,21.0,P.K.Cheruvu,KAPU,10th class,,,TDP,F,MPTC
M.Balanjineyulu,Guntakal,2006,32.0,Y.T.Cheruvu,MALA,Intermediate,,,TDP,M,MPTC
Ramalakshmamma,Hindupur,2006,54.0,Balampalli,,,BCW,,INC,F,MPTC
G.A.Mallesappa,Hindupur,2006,29.0,Bevenahalli,,10th,BCG,,INC,M,MPTC
G.Ramachandra,Hindupur,2006,34.0,Chalivendula,,10th,BCG,Farmer,TDP,M,MPTC
Narasamma,Hindupur,2006,34.0,Chowlur,,7th,SCW,,TDP,F,MPTC
D.Bharathamma,Hindupur,2006,24.0,Gollapuram,,PUC,BCW,,INC,F,MPTC
Reddeppa Reddy,Hindupur,2006,26.0,Kaggallu,Kapu,7th,URG,,TDP,M,MPTC
N.S.Suryaprakash,Hindupur,2006,48.0,Kirikera I,,7th,BCG,,TDP,M,MPTC
S.Anjineyulu,Hindupur,2006,35.0,Kirikera Ii,,10th,BCG,,INC,M,MPTC
S.Narasimhamurthy,Hindupur,2006,22.0,Kotipi,,Intermediate,SCG,,TDP,M,MPTC President
B.Jayamma,Hindupur,2006,34.0,M.Beerepalli,Kapu,2nd,,,INC,F,MPTC
Chinna Narasimhulu,Hindupur,2006,33.0,Maluguru,,BA,BCG,,TDP,M,MPTC
P.S.Anjappa,Hindupur,2006,32.0,Santhebidanur,,9th,BCG,,TDP,M,MPTC
Gangamma,Hindupur,2006,41.0,Thumukunta,,5th,BCW,,INC,F,MPTC
K.Chakra Varthan Reddy,Kadiri,2006,30.0,Chalamakuntlapalli,KAPU,SSC,URG,BUSINESS,TDP,M,MPTC President
Y.Ramappa,Kadiri,2006,45.0,Eguvapalli,,,SCG,CULTIVATION,TDP,M,MPTC
B.Venkataramana,Kadiri,2006,39.0,Kadiri Bramhanapalli,MANGALA,5TH,BCG,BUSUNESS,TDP,M,MPTC
Jollu Nirmalamma,Kadiri,2006,26.0,Kadiri Rural,GOLLA,5TH,BCW,CULTIVATION,TDP,F,MPTC
P.Chenna Kesava Reddy,Kadiri,2006,34.0,Kala Samudram,,10TH,URG,CULTIVATION,TDP,M,MPTC
B.Shanthi Bai,Kadiri,2006,37.0,Motukupalli,SUGALI,,STW,,TDP,F,MPTC
L.Shiva Shankar Reddy,Kadiri,2006,44.0,Muthyalacheruvu,KAPU,BSC,URG,BUSINESS,INC,M,MPTC
V.Venkata Chalapathi Naik,Kadiri,2006,28.0,Patnam,SUGALI,SSC,STG,CULTIVATION,INC,M,MPTC
D.Aravindamma,Kadiri,2006,31.0,Yerra Doddi,VADDI,,URW,,TDP,F,MPTC
Chowla Mallikarjuna,Kalyandurg,2006,47.0,Chapiri,,9TH,,AGRICULTURE,TDP,M,MPTC President
A.Narayana,Kalyandurg,2006,35.0,Dodagatta,,BA,,AGRICULTURE,TDP,M,MPTC
K.Donaswamy,Kalyandurg,2006,39.0,Duradakunta,,,,AGRICULTURE,INC,M,MPTC
Thippamma,Kalyandurg,2006,34.0,East Kodipalli,,2ND CLASS,STW,AGRICULTURE,TDP,F,MPTC
D.Ramanjineyulu,Kalyandurg,2006,49.0,Garudapuram,,5TH,BCG,AGRICULTURE,TDP,M,MPTC
Harijana Narasimhulu,Kalyandurg,2006,39.0,Golla,,5TH,SCG,AGRICULTURE,TDP,M,MPTC
Maddipatla Chennarayudu,Kalyandurg,2006,54.0,Hullikallu,,5TH,,AGRICULTURE,TDP,M,MPTC
B.Somasekhar,Kalyandurg,2006,31.0,Kalyandurg 1,,10TH,BCG,AGRICULTURE,INC,M,MPTC
B.Ramalakshmi,Kalyandurg,2006,33.0,Kalyandurg 2,,2ND,URW,AGRICULTURE,TDP,F,MPTC
M.Murali,Kalyandurg,2006,37.0,Kalyandurg 3,,BSC,,AGRICULTURE,TDP,M,MPTC
B.K.Madhavi,Kalyandurg,2006,24.0,Kalyandurg 4,,BA,BCW,AGRICULTURE,TDP,F,MPTC
B.Shirisha,Kalyandurg,2006,28.0,Kalyandurg 5,,10TH,URW,AGRICULTURE,INC,F,MPTC
M.Krishnaveni,Kalyandurg,2006,28.0,Kalyandurg 6,,BA,,AGRICULTURE,TDP,F,MPTC
Saraswathi,Kalyandurg,2006,58.0,Kalyandurg 7,,SSLC,SCW,AGRICULTURE,INC,F,MPTC
P.Sreenivasulu,Kalyandurg,2006,38.0,Kalyandurg 8,,9TH,,AGRICULTURE,TDP,M,MPTC
Golla Kadirappa,Kalyandurg,2006,39.0,Kotturu,,SSC,BCG,AGRICULTURE,TDP,M,MPTC
Kondanna,Kalyandurg,2006,39.0,Manirevu,,BA,BCG,AGRICULTURE,TDP,M,MPTC
H.Vannurswamy,Kalyandurg,2006,47.0,Muddinayananapalli,,7TH,SCG,AGRICULTURE,INC,M,MPTC
Goridindla Raghunathareddy,Kalyandurg,2006,35.0,Mudigallu,,BETECH,,AGRICULTURE,INC,M,MPTC
B.Sujatha,Kalyandurg,2006,27.0,Narayanapuram,,7TH,URW,AGRICULTURE,TDP,F,MPTC
Jayappa,Kalyandurg,2006,32.0,Ontimiddi,,10TH,,AGRICULTURE,INC,M,MPTC
Boya Lakshmikantha,Kalyandurg,2006,24.0,Palavai,,7TH,BCW,AGRICULTURE,INC,F,MPTC
Hanumanthappa,Kalyandurg,2006,54.0,Thimma Samudram,,SSLC,,AGRICULTURE,INC,M,MPTC
Talari Narasimhulu,Kambadur,2006,32.0,Chennampalli,BOYA,SSC,URG,AGRICULTURE,TDP,M,MPTC President
Gowramma,Kambadur,2006,59.0,Kambadur 1,KAMMA,5TH,URW,AGRICULTURE,TDP,F,MPTC
Bhavani,Kambadur,2006,34.0,Kambadur 2,BALIJA,SSC,URW,AGRICULTURE,TDP,F,MPTC
Gangappa,Kambadur,2006,47.0,Kambadur 3,,5TH,SCG,AGRICULTURE,TDP,M,MPTC
Venkatappa,Kambadur,2006,44.0,Kambadur 4,,10TH,BCG,AGRICULTURE,INC,M,MPTC
Thirumalamma,Kambadur,2006,66.0,Karthanaparthi,,5TH,BCW,AGRICULTURE,INC,F,MPTC
K.Thimmappa,Kambadur,2006,46.0,Kurakulapalli,,5TH,SCG,AGRICULTURE,TDP,M,MPTC
Thimmarayudu,Kambadur,2006,36.0,Marimakulapalli,,SSC,BCG,AGRICULTURE,INC,M,MPTC
Pathakka,Kambadur,2006,21.0,Nuthimadugu,,5TH,SCW,AGRICULTURE,TDP,F,MPTC
Venkata Naik,Kambadur,2006,26.0,Pallur,,5TH,STG,AGRICULTURE,TDP,M,MPTC
Pakruddin D,Kambadur,2006,28.0,Ralla Ananthapuram,DUDEKULA,9TH,URG,AGRICULTURE,INC,M,MPTC
G.Nagaraju,Kambadur,2006,40.0,Thimmapuram 1,BALIJA,SSC,URG,AGRICULTURE,INC,M,MPTC
Syamanna,Kambadur,2006,40.0,Thimmapuram 2,,5TH,BCG,AGRICULTURE,TDP,M,MPTC
G.Ramakrishnaiah,Kanaganapalli,2006,64.0,Dadulur,O.C KAMMA,V CLASS,URG,CULTIVATION,TDP,M,MPTC
B.Subbaiah,Kanaganapalli,2006,44.0,Elakuntla,O.C KAMMA,X CLASS,URG,CULTIVATION,TDP,M,MPTC
Sake Ramanjinamma,Kanaganapalli,2006,29.0,Kanaganapalli,S.C MADIGA,VCLASS,URG,AGRICULTURE,TDP,F,MPTC
K.P.Muthyalappa,Kanaganapalli,2006,31.0,Konapuram,-,V CLASS,B.C (G),LABOURCULTIVATION,TDP,M,MPTC
H.Nagamma,Kanaganapalli,2006,55.0,Koneti Nayana Palyam,-,,S.C (G),AGRICULTURE,INC,F,MPTC
Gunthapalli Bhulakshmamma,Kanaganapalli,2006,,Maddalacheruvu,,,UR(G),LABOUR,INC,Female,MPTC
K.Krishnaiah,Kanaganapalli,2006,37.0,Mamillapalli,-,III CLASS,BC. (G),AGRICULTURE,INC,M,MPTC
B.Ramesh,Kanaganapalli,2006,29.0,Muthuva Kuntla,-,V CLASS,B.C(G),LABOURAGRICULTURE LABOUR,TDP,M,MPTC
K.Muthyalamma,Kanaganapalli,2006,29.0,Thogarakunta,-,V CLASS,B.C.(W),AGRICULTURE LABOUR,INC,F,MPTC
Hrijana Alivelamma,Kanaganapalli,2006,35.0,Thumcherla,-,II CLASS,S.C(W),AGRICULTURE,TDP,F,MPTC President
Vasanthamma,Kanekal,2006,31.0,Benekal,,5th class,UR(W),LABOUR,INC,Female House wife,MPTC
A.Rajagopal Reddy,Kanekal,2006,51.0,Bramhasamudram,-,INTER,O.C (G),FARMER,INC,M,MPTC President
H.Sivamma,Kanekal,2006,39.0,Ganigera,-,,S.C (W),AGRICULTURE,INC,F,MPTC
Boya Mulinti Marenna,Kanekal,2006,28.0,Garudachedu,,2nd class,B.C.(G),Farmer,INC,Male,MPTC
Venkataramana Reddy,Kanekal,2006,35.0,Hanakanahal,-,INTER,OC.(G),FORMER,INC,M,MPTC
H.Vannappa,Kanekal,2006,42.0,Hulikera,-,II CLASS,S.C (G),FORMER,INC,M,MPTC
Y.Krishna Veni,Kanekal,2006,21.0,Kalekurthy,-,V CLASS,B.C (W),HOUSE WIFE,TDP,F,MPTC
Shahida,Kanekal,2006,28.0,Kanekal 1,-,,O.C(W),FARMER,INC,F,MPTC
G.Hanumakka,Kanekal,2006,35.0,Kanekal 2,-,,B.C (W),FARMER,INC,F,MPTC
B.Ramamohan Reddy,Kanekal,2006,49.0,Kanekal 3,-,X CLASS,O.C (G),FORMER,INC,M,MPTC
Eranna,Kanekal,2006,57.0,Kanekal 4,B.C(UPPARA),XIII CLASS,O.C (G),FORMER,INC,M,MPTC
U.Kupendra,Kanekal,2006,34.0,Kanekal 5,B.C UPPARA,V CLASS,O.C (G),FORMER,INC,M,MPTC
B.Vannappa,Kanekal,2006,47.0,Malyam,-,VII CLASS,B.C(G),FORMER,INC,M,MPTC
Prabhavathamma,Kanekal,2006,27.0,Thumbiganur,-,V CLASS,O.C(W),FORMER,INC,F,MPTC
Chinna Vannurappa,Kanekal,2006,60.0,Yerragunta 1,-,II CLASS,B.C (G),FARMER,INC,M,MPTC
Raveendra,Kanekal,2006,45.0,Yerragunta 2,-,IV CLASS,B.C(G),FARMER,INC,M,MPTC
Ramakrishnappa,Kothacheruvu,2006,50.0,Bandlapalli,Kuraba,,URG,Agrl,TDP,M,MPTC
Alivelamma,Kothacheruvu,2006,44.0,Bhyrapuram,Kapu,,URW,Cooly,INC,F,MPTC
Narayanamma,Kothacheruvu,2006,44.0,Iragampalli,Balija,,URW,Cooly,TDP,F,MPTC
C.Ramanna,Kothacheruvu,2006,54.0,Kadapaganipalli,Boya,8th,URG,Agrl,INC,M,MPTC
Nagendra,Kothacheruvu,2006,47.0,Kesapuram,Kuruba,6th,URG,Agrl,INC,M,MPTC
S.Sreenivasulu,Kothacheruvu,2006,32.0,Kothacheruvu  1,Balija,,URG,Agrl,TDP,M,MPTC
Bandlapalli Nagendra,Kothacheruvu,2006,28.0,Kothacheruvu  2,Boya,B.Com,BCG,Agrl,TDP,M,MPTC
M.Nagamani,Kothacheruvu,2006,29.0,Kothacheruvu  3,Vadde,,URW,Tailoring,TDP,F,MPTC President
S.Obulesu,Kothacheruvu,2006,24.0,Meerjapuram,SC,,SCG,Agrl,INC,M,MPTC
P.Sanjeevareddy,Kothacheruvu,2006,34.0,Pothulakunta,Kapu,8th,URG,Agrl,TDP,M,MPTC
Lakshmidevi,Kothacheruvu,2006,34.0,Talamarla,Boya,,BCW,Cooly,TDP,F,MPTC
Tdp,Kudair,2006,59.0,Cholasamudram,ST,,ST(G),Agriculture,TDP,M,MPTC
K.Bramaiah,Kudair,2006,39.0,Gotukuru,BC-B,BA LLB,,Agriculture,TDP,M,MPTC President
Ediga Adenna,Kudair,2006,39.0,Ipperu,BC-B,,,Agriculture Labour,TDP,M,MPTC
Kamma Aparna,Kudair,2006,25.0,Korrakodu,OC,8th class,UR(W),Agriculture,TDP,F,MPTC
Ediga Vijaya Lakshmi,Kudair,2006,22.0,Kudair 1,,SSC,BC(W),Agriculture,TDP,F,MPTC
K.Ramachandrappa,Kudair,2006,34.0,Kudair 2,,8th class,BC(G),Agriculture,INC,M,MPTC
H.Lakshmi Devi,Kudair,2006,27.0,Marutla,,,SC(W),Agriculture,INC,F,MPTC
J.Ramanjinappa,Kudair,2006,26.0,P.Narayanapuram,SC,5th Class,SC(G),Agriculture,INC,M,MPTC
Pujari Jallappa,Kudair,2006,26.0,Thimmapuram,BC,5th Class,BC(G),Agriculture,CPI(M),M,MPTC
S.Devendra,Kudair,2006,31.0,Udiripikonda,BC-B,MA LLB,,Agriculture,INC,M,MPTC
T.Vijayamma,Kundurpi,2006,28.0,Appilepalli,,,SCW,AGRICULTURE,TDP,F,MPTC
G.K.Sreenivasulu,Kundurpi,2006,34.0,Bestarapalli,,,URG,AGRICULTURE,INC,M,MPTC President
Eswarappa,Kundurpi,2006,34.0,Enumuladoddi 1,,,URG,AGRICULTURE,INC,M,MPTC
Sanjeevamma,Kundurpi,2006,44.0,Enumuladoddi 2,,,BCW,AGRICULTURE,INC,F,MPTC
L.Maheswaramma,Kundurpi,2006,34.0,Jambugampala,,,URW,AGRICULTURE,INC,F,MPTC
S.Mallikarjuna,Kundurpi,2006,48.0,Kundurpi 1,,,BCG,AGRICULTURE,TDP,M,MPTC
Venkatesa,Kundurpi,2006,30.0,Kundurpi 2,,,BCG,AGRICULTURE,TDP,M,MPTC
Dasanna,Kundurpi,2006,49.0,Mahantha Puram,,,URG,AGRICULTURE,CPI,M,MPTC
Itukala Sannamma,Kundurpi,2006,46.0,Malayanur 1,,,URW,AGRICULTURE,INC,F,MPTC
Sarojamma,Kundurpi,2006,21.0,Malayanur 2,,,BCW,AGRICULTURE,INC,F,MPTC
Madivalappa,Kundurpi,2006,44.0,Nizavalli,,,BCG,AGRICULTURE,TDP,M,MPTC
K.Mallikarjuna,Kundurpi,2006,39.0,Tenagallu,,,URG,AGRICULTURE,TDP,M,MPTC
G.Raveendra,Kundurpi,2006,30.0,Thumukunta,,,,AGRICULTURE,TDP,M,MPTC
Sreenivasulu,Kundurpi,2006,23.0,Yerragunta,,,SCG],AGRICULTURE,INC,M,MPTC
C.K.Prabhakar Reddy,Lepakshi,2006,41.0,Cholasamudram,OC,SSC,,Agrl,TDP,M,MPTC
B.Lakshminarayana,Lepakshi,2006,37.0,Kalluru,,8th,BCG,Cultivator,TDP,M,MPTC
N.Satyamma,Lepakshi,2006,21.0,Kanchisamudram,,5th,,Cooly,TDP,F,MPTC
K.Hanumanthappa,Lepakshi,2006,47.0,Kodipalli,BC,8TH,,Agrl,TDP,M,MPTC
K.Aswarthappa,Lepakshi,2006,29.0,Konduru,,Intermediate,BCG,Cultivator,TDP,M,MPTC
M.Anandakumar,Lepakshi,2006,28.0,Lepakshi 1,,Intermediate,BCG,Agrl,TDP,M,MPTC President
G.Anjanareddy,Lepakshi,2006,34.0,Lepakshi 2,OC,SSC,URG,Cultivator,INC,M,MPTC
D.Santhamma,Lepakshi,2006,44.0,Lepakshi 3,,5TH,BCW,Cultivator,TDP,F,MPTC
G.Sankarappa,Lepakshi,2006,37.0,Manepalli,OC,Intermediate,,Agrl,INC,M,MPTC
Jabinabi,Lepakshi,2006,21.0,Mydugolam,OC,5TH,,Cooly,INC,F,MPTC
K.Hanumanthappa,Lepakshi,2006,39.0,Pulamati,,3RD,SCG,Agrl.,TDP,M,MPTC
T.Gangamma,Lepakshi,2006,37.0,Sirivaram,,5TH,,Cooly,TDP,F,MPTC
Nagabhushan Reddy,Madakasira,2006,34.0,Amidalagondi 1,Kapu,SSC,,,TDP,M,MPTC
K.Sivanna,Madakasira,2006,45.0,Bullasamudram,,,BCG,,INC,M,MPTC
Bv.Sujatha,Madakasira,2006,23.0,C.Kodigepalli,,9th,BCW,,INC,F,MPTC
Lakshmidevamma,Madakasira,2006,47.0,Chandakacherla,Kapu,5th,,,TDP,F,MPTC
Gangamma,Madakasira,2006,48.0,Gangulavaipalyam,,5th,SCW,,INC,F,MPTC
T.Thammegowd,Madakasira,2006,38.0,Govindapuram,,5TH,BCG,,INC,M,MPTC
Sanna Anjinappa,Madakasira,2006,49.0,Gowdanahalli,,,SCG,,INC,M,MPTC
Kariyanna,Madakasira,2006,45.0,Haresamudram,,7th,BCG,,INC,M,MPTC
M.Shalini,Madakasira,2006,30.0,Kallumarri,Kapu,SSC,,,INC,F,MPTC President
T.Padmathi,Madakasira,2006,30.0,Madakasira 1,,BA,URW,,INC,F,MPTC
H.S. Subhadra,Madakasira,2006,22.0,Madakasira 2,,Intermediate,URW,,INC,F,MPTC
Shabanabhanu,Madakasira,2006,44.0,Madakasira 3,Muslim,Intermediate,,,INC,M,MPTC
K.R. Kishore,Madakasira,2006,37.0,Madakasira 4,Vysya,SSC,,,INC,M,MPTC
Kamalamma,Madakasira,2006,30.0,Madakasira 5,,,BCW,,INC,F,MPTC
Malamma,Madakasira,2006,27.0,Madakasira 6,,,URW,,TDP,F,MPTC
Sakamma,Madakasira,2006,44.0,Manuru,,,STW,,INC,F,MPTC
M.G. Rajanikanth,Madakasira,2006,25.0,Melavoi 1,,Intermediate,SCG,,INC,M,MPTC
M.Hanumantharayudu,Madakasira,2006,36.0,Melavoi 2,,9th,,,INC,M,MPTC
Kc.Chowdappa,Madakasira,2006,37.0,Melavoi 3,Vakkaliga,Intermediate,,,INC,M,MPTC
Kavellappa,Madakasira,2006,32.0,R.Anantapuram,,6TH,BCG,,INC,M,MPTC
Nagappa,Madakasira,2006,32.0,Y.B.Halli,,,BCG,,TDP,M,MPTC
